1、 设备及应用信息：包括您使用vivo设备及服务过程中的操作系统版本号、应用程序信息（包括应用安装列表）、设备标识符（如IMEI、ICCID 、EMMCID/UFSID 、OAID/VAID/AAID 、SN码 和 IMSI、Android id、移动国家码和vivo Android设备的移动网号等）、MAC地址、移动运营商、使用语言、系统设置、激活日期、运行时长等系统、设备和应用程序数据,PC5,CR13
2、 日志信息：包括您使用vivo设备及服务过程中所产生的登录日志、网络请求、访问时间、访问次数、访问IP、应用操作信息（包括下载、安装、切换、更新、卸载）、错误崩溃等信息,PC5,CR13
3、 位置信息：当您要求使用以位置为基础的服务，如定位服务、特定地理位置搜索、导航、查询天气、街景查看等情形时，您需要主动开启定位服务，以便提供您的实时位置信息（例如国家代码、地区、小区ID、GPS信息、经纬度、WLAN热点/基站信息等）,PC5,CR11#CR13
此外为了给您提供通勤提醒等贴心服务，我们还会根据服务功能的提示记录您的常用地址,PC5,CR11#CR13
4、 您使用服务时提交的个人信息：vivo的某些服务会让您创建账号或提交部分个人信息，您可能需要提供个人信息和账号信息，例如昵称、头像、电子邮件地址、收货地址、手机号码、淘宝账号、支付宝账号、QQ号、微信号、微博账号、付款方式、常用联系人信息、车牌号等；vivo的某些服务可让您与他人通信并共享信息，如果您使用vivo的服务需要与朋友共享内容，我们可能需要您提供朋友的相关信息，包括姓名、个人资料、电话号码和电子邮件地址等；如果您在使用vivo设备及服务时遇到任何错误，或有任何意见反馈，均可选择向vivo发送详情；当您要求vivo与您联系时，我们会要求您提供您本人的相关信息，如姓名、联系方式、电子邮件地址等，同时vivo可能会对您的域名进行跟踪和分析，以能够快速高效地解答您的问题，并处理您的请求,PC5,CR11#CR13
5、  从第三方获取的信息：在符合法律法规要求的前提下，我们可能从公共或商用等第三方渠道获取部分数据（例如：访问第三方服务商分配的广告ID或其他标签ID、产品服务或用户统计数据等；以及当您授权将vivo账号与第三方账号相关联，则基于您的授权，在符合法律法规的情形下，我们会将vivo账号的相关账号信息与第三方进行共享，以及获取第三方账号的相关账号信息，如注册时间、注册账号、昵称、头像、账号数据等），以支持vivo服务的提供或进行产品与数据模型的校验与总结；经您明确授权同意后，第三方可能基于服务必要性共享您的部分个人信息,PC5,CR13
6、 Cookie和追踪信息：Cookie是从网络服务器发送到您的移动设备浏览器，存储在您移动设备上的纯文本文件，Cookie 通常包含标识符、站点名称以及一些号码和字符,PC5,CR13
Cookie内容仅由创建它的服务器检索或读取，我们使用该类Cookie存储相关的用户设置、访问等偏好数据，并追踪营销推广活动的效果，使得用户无需在每次访问时都重新配置设置内容,PC5,CR11
（1） 本地处理信息：    为了保障信息与设备安全，以及完成设备身份识别，在您开启设备上的人脸识别类功能时，您需要预先主动在您的设备中录入您的面部信息，在您使用此功能时，我们会将您的面部信息与您预先录入的面部信息进行核验；当您开启指纹识别类功能时，您需要预先主动在您的设备中录入您的指纹信息，在您使用此功能时，我们会将您的指纹信息与您预先录入的指纹信息进行核验；您的面部信息、指纹信息均只在您的设备本地处理,PC5,CR11#CR13
（2） 本地处理信息：    当您使用设备上的语音唤醒或语音指令功能时，您需要预先主动在您的设备中录入您的语言唤醒词，我们仅会在本地处理您的语音唤醒词与音频信息，并根据您的语音指令执行相关的操作,PC5,CR11#CR13
（3） 本地处理信息：    为了完成您的文件存储、管理等需求，您的音视频、图片以及其他文件信息，会存在本地便于您进行设备上的对应类型的文件管理,PC5,CR11#CR13
8、 其他信息：根据各系统模块及应用程序的不同服务情况，需要收集、使用其他信息（例如：如您加入用户体验改进计划或启用Jovi智慧场景等服务，请您根据相应各产品、服务所提供的单独隐私政策或声明，确认信息的收集与使用情况）,PC5,CR11
1、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：注册、激活您所需的服务：例如，开通vivo账号、加入vivo社区、注册vivo网站会员等其他激活或验证产品与服务的需求,PC5,CR11
2、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：履行订单：根据您所提交的个人信息与服务需求处理您的订单，完成下单、发货、送达、售后维修与回访等服务,PC5,CR11
3、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：判断设备情况：判断设备信息与软件兼容情况，提供定制产品或服务，向您发送操作系统或应用程序更新和安装的通知，完成系统或应用的版本更新,PC5,CR11
4、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：识别与诊断：排查设备与应用程序的错误信息、识别激活失败等问题，并进行诊断与修复,PC5,CR11
5、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：开展必要的内部审计、数据分析与服务评估、防止和调查欺诈或其他不当使用,PC5,CR11
如评估服务满意度、产品使用率统计分析与产品销售销量统计等,PC5,CR11
6、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：提供数据同步服务：同步、共享和存储您上传或下载的数据以及执行上传和下载所需的数据,PC5,CR11
7、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：提供基于位置的服务：为您提供定位服务、天气、导航、照片位置显示、通勤提示等您所选择的与位置服务相关的功能，您可以选择关闭设备上基于位置的服务，不再提交您的位置数据,PC5,CR11
系统定位服务能力由我们和第三方服务供应商（我们的合作方有百度和高德，百度https：//newclient.map.baidu.com/client/mecppartner/privacy/nlp；高德：https：//cache.amap.com/activity/lowcode/h5/Z6sTvbNP/index.html）共同提供，基于您所提交的WLAN信息、基站等相关信息为您实现定位服务,PC6,CR20#CR21#CR22
您使用的设备会收集WLAN热点/基站信息、蓝牙设备信息的众包数据，并以匿名化加密的方式定期或在数据网络波动时，发送给vivo及其合作伙伴，以便扩充无线局域网热点和信号塔位置众包数据，优化您的定位服务与网络服务状态,PC5,CR11#CR13
8、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：提供场景化服务：根据您的使用行为、分析您的习惯与偏好，为您提供场景化、个性化的智能提醒服务,PC5,CR11#CR12
9、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：构建用户画像：根据用户的使用行为数据，分析用户的使用习惯与偏好，构建标签化群体用户画像，用于展示用户可能感兴趣的内容、优化产品服务体验、或激活售后服务等,PC5,CR11#CR12
10、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：       提供推送与广告服务：经您明确授权同意，向您发送您可能感兴趣的产品和服务推荐；在我们的服务内或合作第三方的网站上，向您展示广告；或邀请您参与vivo促销活动和市场调查；或经您明确同意，向您发送营销信息（如果您不想接收此类信息，则可以随时退订）等,PC5,CR11#CR12
当您使用vivo推送服务时，我们会采集您的相关信息，详情可查看《vivo推送隐私政策》（https://dev.vivo.com.cn/documentCenter/doc/652）,PC5,CR11
11、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：       业务安全与风控：出于维护业务安全和运营风控的目的，我们需要收集您的相关账号信息、设备信息，并在关联主体范围内共享,PC5,CR11
12、在您触发相关功能服务时，vivo会将收集到的您的个人信息用于以下目的：        改善用户体验：基于产品及功能服务提供的基础上，不断改善和优化您的使用体验,PC5,CR11
四、vivo将如何委托处理、共享、转让、公开披露您的个人信息,PC6,
(一)        委托处理,PC6,
本业务功能中某些具体的模块或功能可能由外部供应商提供，为了保证产品及服务的正常运行，我们可能需要将您的部分个人信息共享至外部服务供应商或我们自行雇佣的第三方分包商,PC6,
但我们会与其签署严格的保密协议及数据保护协议，要求他们按照我们的要求及本隐私政策以及其他任何相关保密和安全措施来处理、保护个人信息,PC6,
(二)        共享,PC6,
共享是指向其他个人信息处理者提供您的个人信息，且双方分别对个人信息拥有独立的控制权,PC6,
在符合法律法规要求的前提下，我们可能会在以下情形中共享您的个人信息：,PC6,CR18
1、在符合法律法规要求的前提下，我们可能会在以下情形中共享您的个人信息：您的信息可能会在vivo的附属公司或关联公司内共享，为您提供产品及服务的全部功能，并进行必要的业务分析和运营，帮助我们为您提供更有针对性、更完善的软件和硬件服务,PC6,CR18#CR20#CR21
我们仅会出于特定、明确而合法的目的在vivo的附属公司或关联公司内共享您的信息，并且只会共享提供服务所必要的信息,PC6,CR18#CR20
例如，在注册vivo账号时为了避免重复注册，我们需要对拟注册的账号进行唯一性校验；为了给您提供一致的服务，我们会对使用vivo账号登录的服务的账号信息进行信息关联与共享等,PC6,CR18#CR21#CR22
2、在符合法律法规要求的前提下，我们可能会在以下情形中共享您的个人信息：为确保向您提供本隐私政策所述服务，vivo可能会向技术服务供应商、推广合作伙伴、广告服务商等指定第三方共享您的设备、订单、位置等必要的个人信息，目的在于使其顺利完成您所需的服务或订单；或完成对应的广告服务统计结算；基于执行服务功能的需求，vivo可能还会与您的无线运营商共享您的信息；同时vivo还可能向其共享经脱敏、去标识后的统计数据（不会与您相关联），用于了解服务完成情况及推广的触达率、覆盖性和有效性，帮助他们进行统计与优化,PC6,CR18#CR20#CR21#CR22
3、在符合法律法规要求的前提下，我们可能会在以下情形中共享您的个人信息：基于法律法规规定或按照行政机关、司法机关的强制性要求，共享您的个人信息,PC6,CR18#CR21
4、在符合法律法规要求的前提下，我们可能会在以下情形中共享您的个人信息：经您明确同意后，向指定第三方共享您所授权的部分信息,PC6,CR19
除此之外，我们不会将您的个人信息向其他公司、组织或个人进行共享,PC6,
如您发现个人信息以违法、违规、违反本协议约定的方式被共享或披露，您可以要求我们对信息进行删除，我们将立即进行排查、确认、及时删除，并停止共享、转让的行为，同时通知第三方及时删除,PC6,
(三)        转让,PC6,
我们不会将您的个人信息转让给任何公司、组织和个人，但以下情形除外：,PC6,
1、我们不会将您的个人信息转让给任何公司、组织和个人，但以下情形除外：在获取您明确同意的情况下，我们会向其他方转让您的个人信息；,PC6,
2、我们不会将您的个人信息转让给任何公司、组织和个人，但以下情形除外：在涉及合并、收购或破产清算时，如涉及到个人信息转让，我们会在要求新的持有您个人信息的公司、组织继续受此个人信息保护政策的约束，否则我们将要求该公司、组织重新向您征求授权同意,PC6,
(四)        披露,PC6,
个人信息原则上不应公开披露，我们仅会在以下情形中公开披露您的个人信息：,PC6,
1、个人信息原则上不应公开披露，我们仅会在以下情形中公开披露您的个人信息：经过您明示授权同意；,PC6,
2、个人信息原则上不应公开披露，我们仅会在以下情形中公开披露您的个人信息：依照法律法规及诉讼、公共和政府主管部门有要求的情况下，vivo可能会披露您的个人信息,PC6,
五、未成年人个人信息的处理,PC3,
vivo特别注意保护未成年人的隐私（未成年人年龄按您所在国法律以及各国家和地区的文化惯例确定），并敦请家长/监护人主动参与关注未成年人的活动和兴趣爱好,PC3,CR5
vivo不以未成年人为目标，vivo不会刻意收集未成年人的资料,PC3,
如果家长/监护人发现未成年人的个人资料在未事先获得监护人同意的情况下被收集，请联系我们进行删除，并保证未成年人取消订阅或使用相关的服务,PC3,
对于未成年人中的儿童信息，除上述情形需要监护人积极行使相关权利，与我们共同保护儿童个人信息外，我们还会按照《儿童隐私保护声明》保护儿童个人信息,PC3,CR5
1、我们将采取一切合理可行的措施保护您的个人信息，包括但不限于：进行安全检查、使用加密工具和软件、以及其他合理的安全措施和程序；,PC5,CR15
2、我们将采取一切合理可行的措施保护您的个人信息，包括但不限于：采取加密技术确保信息传输与存储过程的安全性和保密性，并建立安全事件响应团队，及时进行问题的定位、分析、处理；,PC5,CR15
3、我们将采取一切合理可行的措施保护您的个人信息，包括但不限于：限定授权访问人员，并采取分级权限管理措施，仅网络管理员和基于业务必要需了解资料的人员才能从内部访问用户的非公开个人信息,PC5,CR15
如果vivo知悉vivo IT数据网络安全受到危害或由于外部行为（包括但不限于外部安全攻击）使用户的非公开信息披露给不相关第三方，尽管本隐私政策中有其他规定，vivo仍将采取其认为适当的合理措施，包括但不限于内部调查、上报并通知执法机构、以及配合执法机构工作等；如果vivo发现用户提供给vivo IT数据网络的个人信息以非本隐私声明允许的方式进行了非法披露，vivo将尽快采取合法合理措施通知相关用户，告知被披露的信息以及vivo IT数据网络对该信息的知悉程度，最大程度采取补救措施,PC5,CR17
但由于vivo产品与服务可能会由位于世界不同国家或地区的资源与服务器提供，如基于前述必要并经您明示授权，您的个人信息可能会跨国界而传输到您使用我们服务所在国家或地区之外的国家和地区，那些国家或地区可能没有对个人信息提供具体保护的法律，或是实行不同的数据保护法,PC7,CR23#CR24#CR25
在这类情况下，vivo将采取措施，确保有法律基础可进行这类传输，以及依适用法律，会对您个人信息提供适当的保护，例如：完成数据出境安全评估、通过使用相关授权单位核准的标准合约 (必要时)，以及通过使用其他适当的技术与组织信息安全措施等,PC7,CR26
我们基于信息收集的目的，或者遵守适用的相关法律要求保留个人信息，我们仅在本政策所属目的所必须的最短期限和法律法规要求的时限内存储您的个人信息，如个人信息在完成收集目的后，我们将停止保留个人信息，或进行脱敏、去标识化、匿名处理（经匿名化处理的信息不再是个人信息，进一步的使用与处理无需重新获取您的授权）,PC5,CR14
您可以通过vivo隐私中心用户数据管理平台查看、删除您的数据,PC4,CR10
对于在具体服务模块中提供的信息，您可以通过具体服务模块中的“我的”或者其他信息管理或记录查看类模块，查询、更正、删除您提供的信息,PC4,CR10
若通过前述方式无法实现您的权利，您可以通过致电客服电话、登录vivo官网联系在线客服或发送邮件的方式，向我们提出查询、更正、删除您个人信息的请求,PC4,CR10
您可以通过删除信息、关闭设备功能、在vivo终端设备或应用中进行隐私设置或与我们取得联系等方式改变您授权我们继续收集您个人信息的范围或撤回您的授权,PC4,CR8
您可以随时注销您所注册的vivo账号，注销账号的方式为：通过“设置-vivo账号-安全与密码-账号申诉冻结注销-账号注销” 再根据相关提示进行操作申请注销账号,PC4,CR10
您有权获取您的个人信息副本，获取个人信息副本的方式为：致电客服电话、登录vivo官网联系在线客服或向我们发送邮件,PC4,CR10
隐私政策如有更新，vivo会在vivo隐私中心官方网站（网址：https：//privacy.vivo.com.cn/#/privacy）中发布修订版本和生效日期，您可登录vivo隐私中心的网站进行查看,PC4,CR7
对于涉及协议条款的重大变更，我们还会提供更为显著的通知（包括对于某些服务，我们会通过发送通知或在服务页面内直接向您展示协议，说明个人信息保护政策的具体变更内容或重新获得您的授权）,PC4,CR7
本《隐私政策》仅适用于vivo信息收集与使用的规则，并不适用于任何第三方提供的服务或第三方的信息收集、使用规则，我们对任何第三方收集、使用您的个人信息不做任何承诺，也不承担任何非vivo原因造成您的信息和数据泄露的责任,PC1,CR2
十三、如何联系我们,PC2,
如果您有任何疑问、意见或建议，请拨打我们的客服电话95033或登录vivo官网https://www.vivo.com通过在线客服的方式与我们联系，或直接发送电子邮件至privacy@vivo.com，我们将在验证您的主体身份后15个工作日或法律法规要求的时限内作出合理的解释与答复,PC2,CR4
Copyright ©2017-present 维沃移动通信有限公司  All Rights Reserved,PC2,CR3
注册地址：广东省东莞市长安镇维沃路1号,PC2,CR3
更新时间：2023年11月27日,PC1,CR1
生效时间：2023年11月30日,PC1,CR1
目前，58同城的产品和服务不会涉及到数据的跨境传输，如果我们的产品\服务发生变更，涉及数据的跨境传输，我们会单独向您以弹窗或邮件的方式告知您数据出境的目的、接收方等，并征得您的授权同意，我们会确保数据接收方有充足的数据保护能力来保护您的个人信息,PC7,CR24#CR26
如部分产品或者服务涉及跨境，我们需要向境外传输你的个人信息，我们会严格按照法律法规的规定执行，并保证你的个人信息安全,PC7,CR26
目前，我们不会将上述信息传输至境外，如果我们向境外传输，我们将会遵循相关国家规定或者征求您的同意,PC7,CR24
3、您通过互联网进行跨境交易等个人主动行为,PC7,CR25
针对以上情形，我们会确保依据本隐私权政策对您的个人信息提供足够的保护,PC7,CR26
二、我们如何存储信息1.存储地点我们将收集的个人信息储存在中华人民共和国境内，以下情形除外：（1）法律法规有明确规定；（2）获得您的明确授权；（3）您通过互联网进行跨境直播/发布动态的个人主动行为,PC7,CR23#CR24#CR25
将来如需跨境传输或存储的，我们会向您告知信息出境的目的、接收方、安全保证措施和安全风险，并征得您的同意,PC7,CR24
目前，我们不会将上述信息传输至境外，如果我们向境外传输，我们将会遵循法律法规的规定，征求你的明示同意,PC7,CR24
如需跨境传输，我们将会单独征得您的授权同意,PC7,CR24
由于英格卡集团是一家跨国公司，基于集团运营和管理的需要，我们通过遍布全球的资源和服务器提供产品或服务，这意味着，在获得您的授权同意后，您的个人信息可能会被转移到您使用产品或服务所在国家/地区的境外管辖区，或者受到来自这些管辖区的访问,PC7,CR23#CR24#CR25
在此类情况下，我们会确保您的个人信息得到在中华人民共和国境内足够同等的保护,PC7,CR26
我们将始终在管理、技术处理等过程确保信息安全，防止您的个人信息受到各种可预见事故的危害,PC5,CR15
如部分产品或服务涉及跨境，我们需要向境外传输您的个人信息，我们会事先征求您的同意授权，严格按照法律法规的规定执行，并保证您的个人信息安全,PC7,CR24#CR26
如果发生数据的跨境传输，我们会单独向您以站内信或邮件的方式告知您数据出境的目的、接收方，并征得您的授权同意，我们会严格遵守中国的法律法规规定，确保数据接收方有充足的数据保护能力来保护您的个人信息,PC7,CR24#CR26
四、我们如何存储您的个人信息1.存储地点我们在中华人民共和国境内运营中收集和产生的个人信息，存储在中国境内，不会向境外转移或传输，以下情形除外：（1）法律法规有明确规定；（2）获得您的明确授权；（3）您通过互联网进行跨境交易等个人主动行为；针对以上情形，我们会确保依据本政策对您的个人信息提供足够的保护,PC7,CR23#CR24#CR25#CR26
我们不会将上述信息传输至境外，如果部分涉及跨境业务，我们需要向境外机构传输境内收集的相关个人信息的，我们将会遵循国家相关规定，征求您的同意，并按照法律法规和相关监管部门的规定执行，并通过签订协议、现场核查等有效措施，要求境外机构为所获得的您的个人信息保密,PC7,CR24#CR26
针对以上情形，我们会确保依据国家法律法规和相关监管部门的规定执行，并对您的个人信息提供足够的保护,PC7,CR26
八、您的个人信息如何在全球范围转移我们在中华人民共和国境内运营中收集和产生的个人信息，将存储在中国境内，以下情形除外：1、法律法规有明确规定；2、获得您的明确授权；3、您通过互联网进行跨境交易等个人主动行为,PC7,CR23#CR24#CR25
如部分产品或服务涉及跨境，我们需要向境外传输您的个人信息，我们会确保依据本隐私权政策对您的个人信息提供足够的保护,PC7,CR26
同时，由于我们通过遍布全球的资源和服务器提供产品或服务，这意味着，在获得您的授权同意后，您的个人信息可能会被转移到您使用产品或服务所在国家/地区的境外管辖区，或者受到来自这些管辖区的访问,PC7,CR23#CR24#CR25
例如，我们会请求您对跨境转移个人信息的同意，或者在跨境数据转移之前实施数据去标识化等安全举措,PC7,CR24#CR26
由于我们通过遍布全球的资源和服务器提供产品或服务，这意味着，在获得您的授权同意后，您的个人信息可能会被转移到您使用产品或服务所在国家/地区的境外管辖区，或者受到来自这些管辖区的访问,PC7,CR23#CR24#CR25
如您使用跨境交易服务，且需要向境外传输您的个人信息完成交易的，我们会单独征得您的授权同意并要求接收方按照我们的说明、本隐私政策以及其他任何相关的保密和安全措施来处理这些个人信息,PC7,CR23#CR24#CR25#CR26
涉及数据传输出境业务场景的具体说明（仅限于IOS版本）：,PC7,CR23
数据传输出境业务场景,PC7,CR23
如果日后为处理跨境业务，需要向境外机构传输境内收集的相关个人信息的，我们会事先征得您的同意，按照法律、行政法规和相关监管部门的规定执行，并通过签订协议、核查等有效措施，要求境外机构为所获得的个人信息保密,PC7,CR24#CR26
本应用收集的有关您的信息和资料将保存在本应用及（或）其关联公司的服务器上，这些信息和资料可能传送至您所在国家、地区或本应用收集信息和资料所在地的境外并在境外被访问、存储和展示,PC7,CR23
由于SoulApp服务于全球用户，我们在中国大陆以外收集的个人信息存储于Soul在境外的数据中心,PC7,CR23#CR25
（2）您通过互联网进行跨境交易等个人主动行为,PC7,CR25
针对以上情形，我们会确保本隐私政策对您的个人信息提供足够的保护,PC7,CR26
除以上情形外，如需跨境传输您的个人信息，我们将单独征得您的授权同意,PC7,CR24
七、您的个人信息如何在全球范围转移我们在中华人民共和国境内运营中收集和产生的个人信息，存储在中国境内，以下情形除外：1、法律法规有明确规定；2、获得您的明确授权；3、您通过互联网进行跨境交易、跨境网站访问等个人主动行为,PC7,CR23#CR24#CR25
针对以上情形，我们会确保依据本隐私政策对您的个人信息提供足够的保护,PC7,CR26
法律法规有明确规定/获得您的明确授权,PC7,CR24
2、获得您的授权同意；,PC7,CR24
3、您使用的网易服务涉及跨境，网易需要向境外提供您的个人信息,PC7,CR23#CR25
您理解并同意，由于金山办公通过遍布全球的资源和服务器提供产品或服务，这意味着，金山办公在遵守适用的个人信息跨境传输法律法规的前提下，可能根据公司运营的实际需求将根据本政策搜集的信息存储于中国大陆以外的其他国家/地区的服务器上、可能将您的个人信息的部分/全部提供给金山办公境外的关联公司、与金山办公及/或金山办公关联公司有合作关系的中国大陆以外的第三方,PC7,CR23#CR25
另外，在ZOZO上跨境购买海外商品时，您需要根据跨境零售业务的相关法律政策、海关或境外交易对方的要求提供您的实名信息，该等实名信息可能包括您的身份信息（比如您的身份证、护照等载明您身份的证件复印件或号码）、您本人的照片或视频、姓名、电话号码等，该等信息将被传输至境外交易对方以完成交易,PC7,CR23#CR25
（3）您发起的跨境交易服务，我们会向商家或物流供应商等必要的服务提供方提供您的身份信息（姓名、身份信息、收货地址、手机号）,PC7,CR23#CR25
在上述情形中，我们会要求数据接收方按照我们的说明、本隐私政策以及其他相关的保密和安全保密措施来处理个人信息,PC7,CR26
除上述情形外，如果发生数据的跨境传输，我们会单独向您以弹窗或邮件方式告知数据出境的目的、接收方等，并征得您的授权同意，我们会要求数据接收方有充足的数据保护能力来保护您的个人信息,PC7,CR24#CR26
由于我们通过遍布全球的资源和服务器提供产品或服务，若法律法规有明确规定的，或您已经明确授权，或者您使用ZOZO购买跨境交易商品／服务且需向境外提交您的个人信息以完成交易的，我们将会将您的个人信息在全球范围内转移，在这种情况下，我们将依据相关法律规定及本声明来对您的个人信息进行处理并提供足够的保护,PC7,CR23#CR24#CR25#CR26
如果您使用VPN等可能隐藏您真实地理位置的技术，或者遇到域名或IP地址解析不准确的客观情况，您可能会被连接到上述地理位置以外的服务器上，此时您的个人信息将可能发生跨境传输,PC7,CR23#CR25
2、获得您的明确授权；,PC7,CR24
针对以上情形，我们会确保依据本隐私条款对您的个人信息提供足够的保护,PC7,CR26
七、您的个人信息如何在全球范围转移我们在中华人民共和国境内运营中收集和产生的个人信息，存储在中国境内，以下情形除外：1、法律法规有明确规定；2、获得您的明确授权,PC7,CR24
4.信息存储和交换爱剪辑收集的有关您的信息和资料将保存在爱剪辑及（或）其关联公司的服务器上，这些信息和资料可能传送至您所在国家、地区或爱剪辑收集信息和资料所在地的境外并在境外被访问、存储和展示,PC7,CR23
如需跨境存储或向境外提供个人信息的，我们会单独向您明确告知（包括出境的目的、接收方、使用方式与范围、使用内容、安全保障措施、安全风险等）并再次征得您的授权同意，并严格要求接收方按照本《爱奇艺隐私政策》以及法律法规相关要求来处理您的个人信息；,PC7,CR24#CR26
七、您的信息如何在全球范围转移我们在中华人民共和国境内运营中收集和产生的个人信息，存储在中国境内，以下情形除外：·1、适用的法律有明确规定；·2、获得您的明确授权；·3、您通过互联网进行跨境交易等个人主动行为,PC7,CR23#CR24#CR25
您的个人信息均储存于中华人民共和国境内，如需跨境传输，我们将会单独征得您的授权同意,PC7,CR24
由于我们通过遍布全球的资源和服务器提供产品或服务，这意味着，在获得您的授权同意后，您的个人信息可能会被转移到您使用产品或服务所在国家/地区的境外管辖区，或者受到来自这些管辖区的访问,PC7,CR23#CR24#CR25
目前，我们不会将上述信息传输至境外，如果我们向境外传输，我们将会遵循国家相关规定，征求你的同意,PC7,CR24
如部分服务涉及跨境业务，我们需要向境外机构传输境内收集的相关个人信息的，我们会按照法律法规和相关监管部门的规定执行，向您说明个人信息出境的目的以及涉及的个人信息类型，征得您的同意，并通过签订协议、现场核查等有效措施，要求境外机构为所获得的您的个人信息保密,PC7,CR24#CR26
如您使用跨境交易服务，且需要向境外传输您的个人信息完成交易的，或基于其他必要的业务需要确需将您的个人信息传输至境外，我们会单独征得您的授权同意并要求接收方按照我们的说明、本隐私政策以及其他任何相关的保密和安全措施来处理这些个人信息,PC7,CR23#CR24#CR25#CR26
将来如需跨境传输或存储的，我们会单独向您明确告知信息出境的目的、接收方、使用方式和范围、安全保证措施和安全风险，并再次征得您及监管部门的同意，并严格要求接收方按照本《用户隐私政策》以及其他相关要求来处理您的个人信息,PC7,CR24#CR26
如果确有必要进行数据的跨境传输，我们会单独向您明确告知（包括数据出境的目的、接收方、使用方式与范围、使用内容、安全保障措施、安全风险等），并征得您的授权同意，我们会确保数据接收方有充足的数据保护能力来保护您的个人信息,PC7,CR24#CR26
如您使用跨境交易服务，且需要向境外传输您的个人信息完成交易的，我们会单独征得您的授权同意并要求接收方按照我们的说明、本隐私政策以及其他任何相关的保密和安全措施来处理这些个人信息,PC7,CR23#CR24#CR25#CR26
将来如需跨境传输或存储的，我公司会向您告知信息出境的目的、接收方、安全保障措施和安全风险，并征得您的同意,PC7,CR24
信息存储和交换笔趣书阁收集的有关您的信息和资料将保存在笔趣书阁及（或）其关联公司的服务器上，这些信息和资料可能传送至您所在国家、地区或笔趣书阁收集信息和资料所在地的境外并在境外被访问、存储和展示,PC7,CR23
如本公司因业务发展需要，需向境外进行传输的，将明确告知并征得您的同意,PC7,CR24
我们会按照法律法规规定，将境内收集的用户个人信息存储于中国境内，且不会将有关个人信息向境外提供，除非我们已向您明确告知出境的目的、接收方、安全保障措施、安全风险等情况并获得您的同意,PC7,CR24
如需跨境传输，我们将会单独征得您的授权同意,PC7,CR24
七、您的个人信息如何在全球范围转移我们在中华人民共和国境内运营中收集和产生的个人信息，存储在中国境内，以下情形除外：1、法律法规有明确规定；2、获得您的明确授权；3、您通过互联网进行跨境交易等个人主动行为,PC7,CR23#CR24#CR25
4.2.2目前曹操出行不存在向境外提供个人信息的场景如将来涉及向境外传输个人信息，曹操出行将明确向您告知个人信息出境的目的、接收方、安全保障措施等情况，并另行征得您的同意,PC7,CR24
以下情形下，我们会在履行了法律规定的义务后，向境外实体提供您的个人信息：,PC7,CR23
针对以上情形，我们会通过合同等形式确保以不低于本政策规定的程度保护您的个人信息,PC7,CR26
